personid,appyear,gpa,stem,schoolsel,major1,major2,minor,major1group,major2group,minorgroup,undergrad_uni,essay1length,essay2length,essay3length,essayuniquewords,essayssentiment,signupdate,starteddate,appdeadline,submitteddate,attendedevent,completedadm
34631,2015-16,3.42,0,unknown,sociology,none,other,social sciences,none,other,other,205,177,227,267,0.132179873,13,13,March,2,0,0
34632,2015-16,2.85,1,selective,biology,none,anthropology,stem,none,social sciences,other,269,287,295,385,-0.507353282,13,13,March,1,0,1
34633,2015-16,2.67,0,more_selective,other,none,none,other,none,none,other,297,145,178,247,0.16281452,13,13,March,12,0,1
34634,2015-16,3.53,0,most_selective,other,spanish,other,other,humanities,other,other,279,287,238,365,0.010490169,13,13,March,13,0,1
34635,2015-16,3.18,0,most_selective,history,other,none,humanities,other,none,other,198,199,244,324,-0.230550316,14,14,March,11,0,0
34636,2015-16,2.54,0,less_selective,education (secondary),english,none,education,humanities,none,other,244,270,284,358,-0.589599266,13,13,March,12,0,0
34637,2015-16,3.34,0,more_selective,education (general),none,none,education,none,none,other,111,68,161,166,0.210491651,13,13,March,8,0,1
34639,2015-16,2.5,0,unknown,other,none,none,other,none,none,other,12,37,88,93,-0.049241894,14,14,March,14,0,1
34640,2015-16,3,0,more_selective,education (general),none,none,education,none,none,other,14,176,291,287,-0.315743987,14,14,March,12,0,1
34643,2015-16,3.17,0,least_selective,other,none,none,other,none,none,other,297,243,295,343,-0.104799612,14,14,March,1,0,1
34645,2015-16,2.68,0,more_selective,english,none,none,humanities,none,none,other,281,292,292,376,0.305662952,13,13,March,3,0,1
34646,2015-16,3.72,0,unknown,education (secondary),none,spanish,education,none,humanities,other,189,161,297,335,-0.557380842,14,14,March,13,0,1
34647,2015-16,3,0,most_selective,communications,none,none,business,none,none,school 488,74,45,62,113,-0.189409087,13,13,March,1,0,1
34648,2015-16,3.3,0,selective,other,none,other,other,none,other,school 305,164,254,231,298,0.133003389,13,13,March,13,0,0
34649,2015-16,3.04,1,selective,biology,other,none,stem,other,none,other,283,271,271,371,0.401175618,13,13,March,10,0,1
34651,2015-16,2.18,0,selective,english literature,none,none,humanities,none,none,other,271,85,203,252,0.285709676,13,13,March,12,0,1
34652,2015-16,2.75,0,more_selective,english,other,other,humanities,other,other,other,294,187,260,266,-0.002648286,13,13,March,1,0,1
34653,2015-16,3,1,least_selective,mathematics,other,other,stem,other,other,other,294,89,59,256,0.275407134,13,13,March,13,0,1
34654,2015-16,3.47,0,less_selective,other,none,none,other,none,none,other,212,105,158,226,0.316325789,13,13,March,13,0,1
34655,2015-16,3.21,0,most_selective,other,none,none,other,none,none,other,294,293,293,374,-0.149506212,13,13,March,1,1,1
34656,2015-16,2.52,1,more_selective,other,none,other,other,none,other,school 401,290,283,293,405,0.26155461,14,14,March,0,0,1
34657,2015-16,2.77,0,less_selective,other,none,none,other,none,none,other,297,268,268,358,-0.767151856,13,13,March,2,0,1
34658,2015-16,3.03,1,less_selective,psychology,none,other,social sciences,none,other,other,166,248,286,364,-0.179155468,13,13,March,0,0,1
34659,2015-16,3.06,0,selective,other,none,none,other,none,none,other,297,292,290,343,0.087700865,14,14,March,0,0,0
34660,2015-16,3.67,0,selective,communications,none,other,business,none,other,other,133,222,288,314,0.175312297,13,13,March,10,0,1
34662,2015-16,3,0,unknown,criminal justice,none,none,social sciences,none,none,other,295,12,90,197,-0.20461713,13,13,March,13,0,1
34663,2015-16,3.87,1,more_selective,biology,none,none,stem,none,none,school 423,228,224,295,324,0.292296702,13,13,March,13,1,0
34664,2015-16,3.62,0,more_selective,political science,history,english,social sciences,humanities,humanities,other,291,291,290,325,0.91824487,14,14,March,0,0,1
34665,2015-16,3.96,1,selective,mathematics,other,economics,stem,other,social sciences,other,253,264,248,332,0.447505924,14,14,March,0,0,1
34666,2015-16,3.85,0,selective,education (elementary),none,none,education,none,none,other,24,20,64,77,0.118924361,13,13,March,13,0,1
34667,2015-16,3.17,0,selective,political science,none,other,social sciences,none,other,other,297,288,289,393,0.181345103,13,13,March,1,0,1
34668,2015-16,3.1,1,selective,other,other,psychology,other,other,social sciences,other,298,280,295,322,0.096665859,13,13,March,13,0,0
34669,2015-16,3.23,1,unknown,biology,none,none,stem,none,none,other,15,13,8,30,-0.391676921,13,13,March,13,0,1
34671,2015-16,3.15,0,more_selective,other,none,none,other,none,none,other,201,210,133,267,0.109871355,13,13,March,11,0,1
34673,2015-16,2.9,0,selective,business,none,marketing,business,none,business,other,87,94,167,186,-0.11904023,13,13,March,8,0,1
34674,2015-16,2.75,0,selective,psychology,none,none,social sciences,none,none,other,103,180,218,250,0.895142989,0,0,March,0,1,1
34676,2015-16,3.47,0,most_selective,english,none,none,humanities,none,none,other,280,297,293,394,-0.532570935,14,14,March,3,0,1
34677,2015-16,2.52,1,least_selective,chemistry,none,mathematics,stem,none,stem,other,235,210,293,344,0.161995827,13,13,March,4,0,1
34678,2015-16,2.97,0,selective,psychology,none,none,social sciences,none,none,other,272,236,288,354,0.625127417,13,13,March,13,0,0
34679,2015-16,2.51,0,selective,sociology,none,none,social sciences,none,none,other,161,241,253,299,-0.089498137,13,13,March,13,0,1
34680,2015-16,3.69,0,unknown,psychology,other,other,social sciences,other,other,other,133,58,60,149,0.690415472,13,13,March,0,0,1
34682,2015-16,3,0,selective,other,none,english,other,none,humanities,other,14,27,32,57,0.249557978,14,14,March,14,0,1
34683,2015-16,3.63,0,more_selective,psychology,none,spanish,social sciences,none,humanities,other,291,290,295,407,0.002179049,14,14,March,7,0,0
34685,2015-16,3.46,0,selective,political science,none,none,social sciences,none,none,other,299,68,270,284,-0.073777495,14,14,March,0,0,0
34686,2015-16,2.97,0,selective,english,none,other,humanities,none,other,other,295,290,295,386,-0.083489616,14,14,March,3,0,0
34687,2015-16,3.7,0,unknown,economics,other,none,social sciences,other,none,other,110,21,136,154,0.636838166,14,14,March,14,0,1
34688,2015-16,2.8,0,more_selective,english,none,none,humanities,none,none,school 1673,289,282,295,384,-0.50869149,13,13,March,12,0,1
34689,2015-16,3.89,1,unknown,biology,none,none,stem,none,none,other,134,238,274,311,-0.489955632,14,14,March,9,0,1
34690,2015-16,3.21,0,selective,education (elementary),none,none,education,none,none,other,255,269,286,343,-0.107104372,13,13,March,11,0,1
34691,2015-16,3.17,0,selective,psychology,none,other,social sciences,none,other,other,283,194,231,284,-0.010245381,1,1,March,-1,1,1
34693,2015-16,3.26,0,less_selective,education (general),none,none,education,none,none,other,242,260,166,279,-0.223930777,13,10,March,0,0,1
34694,2015-16,3.87,0,more_selective,education (elementary),none,spanish,education,none,humanities,other,275,298,297,379,0.217020599,14,14,March,10,0,0
34695,2015-16,2.66,0,selective,psychology,none,none,social sciences,none,none,other,295,289,297,381,-0.440107678,13,13,March,2,1,1
34696,2015-16,3,0,more_selective,other,none,other,other,none,other,other,247,246,115,327,0.158837088,13,13,March,13,0,1
34697,2015-16,3.21,0,selective,other,none,none,other,none,none,other,289,221,221,272,0.533525089,12,12,March,0,0,0
34699,2015-16,2.78,0,selective,other,other,none,other,other,none,other,187,247,297,292,-0.12361925,12,12,March,2,0,1
34700,2015-16,2.8,0,selective,history,none,psychology,humanities,none,social sciences,other,138,202,216,288,-0.131735667,13,13,March,13,0,0
34701,2015-16,2.74,0,selective,psychology,sociology,none,social sciences,social sciences,none,other,206,206,150,197,0.047345469,13,13,March,5,0,1
34703,2015-16,2.64,0,less_selective,business,none,management,business,none,business,other,40,51,98,120,-0.569937422,13,13,March,12,0,1
34704,2015-16,3.21594481,0,unknown,english literature,english,education (secondary),humanities,humanities,education,foreign university,298,297,288,414,0.507474505,13,13,March,9,0,1
34705,2015-16,3.6,0,selective,other,none,none,other,none,none,school 720,55,62,101,123,0.159109256,13,13,March,12,0,1
34706,2015-16,2.71,0,selective,other,none,none,other,none,none,school 305,247,232,217,323,0.01871092,13,13,March,0,0,1
34707,2015-16,3.42,0,unknown,communications,none,none,business,none,none,other,224,112,106,226,0.611722869,0,0,March,0,1,0
34708,2015-16,3.41,0,less_selective,other,none,none,other,none,none,other,156,238,269,280,0.07272384,13,13,March,1,0,1
34709,2015-16,2.98,0,selective,other,other,other,other,other,other,other,254,198,293,305,0.035027229,13,13,March,0,0,1
34710,2015-16,2.8,0,more_selective,international studies/relations,none,none,social sciences,none,none,other,19,21,24,49,0.583034556,13,13,March,0,0,1
34711,2015-16,3.39,1,more_selective,biology,none,none,stem,none,none,other,274,293,289,384,0.442879892,13,13,March,1,1,0
34713,2015-16,3.18,0,selective,sociology,none,spanish,social sciences,none,humanities,other,245,231,242,333,-0.106554509,13,13,March,1,1,1
34715,2015-16,2.35,0,more_selective,other,none,none,other,none,none,other,24,89,136,133,0.694849756,13,13,March,13,0,1
34717,2015-16,3.16,0,selective,other,none,none,other,none,none,other,9,21,17,34,-0.624632462,12,12,March,12,0,1
34718,2015-16,3.6,0,selective,psychology,none,sociology,social sciences,none,social sciences,school 720,56,24,38,83,0.748718958,13,13,March,13,0,1
34719,2015-16,2.8,0,more_selective,english,none,none,humanities,none,none,other,260,284,261,288,0.11031371,13,13,March,13,0,1
34720,2015-16,3.75,0,selective,english literature,philosophy,none,humanities,humanities,none,school 851,186,138,180,224,0.443134515,12,7,March,7,0,1
34721,2015-16,2.91,0,most_selective,other,none,none,other,none,none,other,292,244,231,375,0.146988433,12,12,March,0,0,0
34722,2015-16,2.9,0,unknown,business,marketing,none,business,business,none,other,51,76,22,80,0.830357374,12,12,March,12,0,1
34723,2015-16,2.79,0,selective,spanish,none,none,humanities,none,none,other,85,48,159,175,0.098503424,12,12,March,12,0,1
34724,2015-16,2.92,0,less_selective,psychology,none,sociology,social sciences,none,social sciences,other,168,171,282,272,0.073967487,12,12,March,5,0,1
34725,2015-16,3.39,1,more_selective,other,none,none,other,none,none,school 1673,235,286,292,398,0.05271721,12,12,March,-4,0,1
34726,2015-16,2.72,0,unknown,other,none,none,other,none,none,other,165,241,297,318,0.536306089,12,12,March,4,0,1
34727,2015-16,2.39,1,more_selective,biology,none,none,stem,none,none,other,279,282,284,386,0.417500424,12,12,March,-4,0,1
34728,2015-16,3.01,0,unknown,history,none,english,humanities,none,humanities,other,202,63,142,216,-0.192556777,12,12,March,12,0,0
34729,2015-16,3,0,selective,economics,none,none,social sciences,none,none,other,295,296,159,313,0.065704865,12,12,March,12,0,1
34730,2015-16,3.28,0,less_selective,education (elementary),none,none,education,none,none,other,287,297,194,353,0.019710135,12,12,March,1,0,1
34731,2015-16,3.9,0,unknown,other,other,other,other,other,other,other,130,50,126,178,-0.729281632,12,12,March,12,0,1
34732,2015-16,2.73,0,selective,criminal justice,none,none,social sciences,none,none,other,212,279,283,339,0.325921779,11,11,March,1,0,1
34733,2015-16,2.94,0,less_selective,other,none,none,other,none,none,other,297,223,282,353,0.124205949,12,12,March,1,0,1
34734,2015-16,3.5,0,least_selective,other,none,none,other,none,none,other,39,44,42,81,0.32825746,12,12,March,12,0,1
34735,2015-16,3.21594481,0,unknown,other,none,none,other,none,none,foreign university,243,106,206,235,-0.264679987,12,12,March,12,0,1
34736,2015-16,3.04,0,more_selective,other,psychology,none,other,social sciences,none,other,168,152,233,224,-0.221319535,12,12,March,12,1,1
34737,2015-16,2.66,0,less_selective,other,none,other,other,none,other,other,237,268,168,296,0.416029932,12,12,March,2,0,1
34738,2015-16,3.96,0,selective,history,none,none,humanities,none,none,school 851,121,38,126,160,0.118435008,12,12,March,12,0,1
34739,2015-16,3.5,0,unknown,education (elementary),psychology,sociology,education,social sciences,social sciences,other,179,78,240,249,0.26410941,12,12,March,7,0,1
34740,2015-16,2.93,0,more_selective,business,none,none,business,none,none,school 1096,36,14,37,67,0.426934967,2,2,March,2,0,1
34741,2015-16,3.2,0,unknown,criminal justice,none,psychology,social sciences,none,social sciences,other,105,116,68,163,0.237072077,12,12,March,0,0,0
34742,2015-16,3.16,1,most_selective,biology,none,none,stem,none,none,school 1839,211,121,254,251,0.388460958,12,12,March,1,0,0
34745,2015-16,2.52,0,selective,communications,none,sociology,business,none,social sciences,other,198,159,299,290,-0.055496911,12,12,March,0,0,1
34746,2015-16,2.98,1,unknown,education early childhood,other,none,education,other,none,other,37,108,100,142,-0.48173548,12,12,March,12,0,1
34747,2015-16,3.54,0,more_selective,other,none,psychology,other,none,social sciences,other,76,178,174,198,-0.159384221,12,12,March,2,0,1
34748,2015-16,2.77,0,least_selective,education (elementary),none,none,education,none,none,school 526,39,34,117,124,0.711298218,12,12,March,2,0,1
34749,2015-16,3.4,0,more_selective,communications,none,none,business,none,none,other,280,268,245,361,0.100174556,12,12,March,1,0,1
34750,2015-16,3.18,0,selective,communications,none,none,business,none,none,other,291,216,178,308,0.027278699,12,12,March,12,0,1
34751,2015-16,3.88,0,least_selective,other,none,none,other,none,none,other us university,49,31,119,117,0.154877082,12,12,March,12,0,1
34752,2015-16,3.16,0,more_selective,sociology,none,none,social sciences,none,none,other,248,178,296,322,-0.347671855,12,12,March,12,0,1
34753,2015-16,2.68,0,least_selective,criminal justice,none,other,social sciences,none,other,other,180,74,116,211,-0.306913604,12,12,March,8,0,1
34754,2015-16,2.69,0,selective,journalism,none,none,business,none,none,other,27,31,18,55,0.923465262,12,12,March,12,0,1
34755,2015-16,2.99,0,selective,english,none,psychology,humanities,none,social sciences,other,71,95,177,183,-0.580732752,12,12,March,11,0,1
34756,2015-16,3.76,0,less_selective,education (elementary),other,none,education,other,none,other,99,76,57,147,0.133533343,12,12,March,12,0,1
34757,2015-16,3.46,1,more_selective,other,other,none,other,other,none,school 663,204,241,277,300,0.066877216,11,11,March,-1,0,0
34758,2015-16,2.7,0,selective,philosophy,none,english,humanities,none,humanities,school 305,34,65,122,127,0.425570289,11,11,March,1,0,1
34759,2015-16,3.4,0,more_selective,communications,none,none,business,none,none,other,298,296,298,392,0.193136529,2,2,March,2,1,1
34761,2015-16,3.39,0,selective,education (elementary),none,none,education,none,none,other,152,270,172,270,0.399897497,12,12,March,9,0,1
34762,2015-16,3.01,0,more_selective,other,none,none,other,none,none,other,285,100,269,294,0.279229515,1,1,March,0,1,1
34763,2015-16,2.68,0,unknown,other,none,education early childhood,other,none,education,other,296,228,267,304,0.501884741,12,12,March,12,0,1
34765,2015-16,3,0,selective,other,none,political science,other,none,social sciences,other,63,63,44,112,0.570173549,12,12,March,12,0,0
34766,2015-16,3.8,0,unknown,other,none,none,other,none,none,other,17,41,22,54,0.696133018,12,12,March,12,0,1
34767,2015-16,2.75,0,more_selective,journalism,none,psychology,business,none,social sciences,other,257,167,295,311,-0.030686533,12,12,March,6,0,1
34768,2015-16,3.09,0,less_selective,education (elementary),none,none,education,none,none,other,87,101,113,164,-0.10475268,12,12,March,6,0,1
34769,2015-16,3.42,0,selective,sociology,none,other,social sciences,none,other,other,294,293,272,366,0.036366463,12,12,March,12,0,1
34770,2015-16,3.55,0,selective,philosophy,none,none,humanities,none,none,other,194,191,208,256,0.085314499,12,12,March,10,0,1
34771,2015-16,3.6,0,more_selective,other,none,none,other,none,none,other,24,35,83,85,0.119090868,1,1,March,1,1,1
34772,2015-16,3.56,0,more_selective,english,none,education (secondary),humanities,none,education,other,100,209,213,249,0.015434683,12,12,March,12,0,0
34773,2015-16,3.02,1,unknown,other,none,none,other,none,none,other,290,257,298,353,-0.149721789,12,12,March,5,0,1
34774,2015-16,3.18,0,unknown,other,none,none,other,none,none,other,188,57,156,213,-0.217983392,12,12,March,3,0,1
34775,2015-16,3.71,0,unknown,art,none,none,humanities,none,none,other,173,133,230,268,0.43462972,12,12,March,2,0,1
34776,2015-16,2.98,1,least_selective,biology,none,spanish,stem,none,humanities,other,299,299,298,362,0.165544901,12,12,March,3,0,0
34778,2015-16,3.95,0,unknown,other,none,none,other,none,none,other,93,62,133,170,0.614199838,12,12,March,12,0,1
34779,2015-16,3.5,0,selective,other,other,none,other,other,none,other,60,88,126,153,0.67024352,12,12,March,11,0,1
34780,2015-16,3.15,0,more_selective,other,none,none,other,none,none,other,212,206,257,296,0.201573817,2,2,March,1,1,0
34781,2015-16,2.58,0,less_selective,other,none,none,other,none,none,other,90,92,243,214,0.099946799,12,12,March,0,0,1
34782,2015-16,3.37,1,selective,biology,none,other,stem,none,other,other,291,273,292,342,0.046442333,12,12,March,1,0,1
34783,2015-16,3,0,least_selective,business,none,none,business,none,none,other,292,190,285,308,0.170483467,12,12,March,12,0,1
34784,2015-16,3.25,1,selective,chemistry,none,none,stem,none,none,other,291,230,251,321,0.399990955,12,12,March,5,0,1
34785,2015-16,2.84,0,selective,criminal justice,none,none,social sciences,none,none,other,288,212,266,314,-0.180655721,12,12,March,0,0,1
34786,2015-16,3.34,0,unknown,other,none,none,other,none,none,other,279,284,278,345,-0.159721905,12,12,March,0,0,1
34787,2015-16,3.57,0,less_selective,education early childhood,none,none,education,none,none,other,227,183,271,274,-0.080344645,12,12,March,0,0,1
34788,2015-16,3.17,0,less_selective,political science,none,none,social sciences,none,none,other,264,160,267,310,0.087681583,12,12,March,4,0,1
34789,2015-16,2.91,0,less_selective,psychology,none,none,social sciences,none,none,other,224,287,293,397,-0.142101765,12,12,March,0,0,1
34790,2015-16,3.12,0,more_selective,international studies/relations,none,other,social sciences,none,other,school 401,263,287,274,362,0.104230157,12,12,March,0,0,0
34791,2015-16,3.78,0,selective,other,none,business,other,none,business,other,227,231,265,316,0.234417546,12,12,March,0,0,0
34792,2015-16,2.84,0,least_selective,business,other,none,business,other,none,school 1523,79,98,147,175,0.101048547,12,12,March,12,0,1
34794,2015-16,3.4,0,more_selective,communications,art,none,business,humanities,none,other,31,41,48,81,1.021105809,12,12,March,12,0,1
34795,2015-16,3.81,0,more_selective,other,other,psychology,other,other,social sciences,other,178,197,153,242,0.223966957,12,12,March,4,0,1
34796,2015-16,3.59,0,unknown,history,none,none,humanities,none,none,other,36,41,63,90,0.299144754,12,12,March,8,0,1
34797,2015-16,3.02,0,more_selective,other,none,none,other,none,none,school 1533,298,298,300,389,0.134245164,12,12,March,2,0,1
34799,2015-16,3.2,0,more_selective,other,none,spanish,other,none,humanities,other,296,279,265,413,-0.199084103,1,1,March,0,0,0
34801,2015-16,2.75,1,selective,other,none,other,other,none,other,other,177,179,207,268,-0.050174327,12,12,March,3,0,1
34802,2015-16,2.5,0,unknown,marketing,none,none,business,none,none,other,189,131,163,238,0.076421518,12,12,March,11,0,1
34803,2015-16,2.25,0,unknown,other,none,business,other,none,business,other,154,176,181,247,-0.095185806,11,11,March,0,0,1
34804,2015-16,3.07,0,less_selective,education (elementary),none,none,education,none,none,other,204,271,291,303,0.428470815,12,12,March,0,1,1
34805,2015-16,2.92,0,selective,psychology,none,spanish,social sciences,none,humanities,other,264,223,211,320,0.549340104,12,12,March,1,0,1
34807,2015-16,3.54,0,most_selective,philosophy,none,other,humanities,none,other,other,260,297,271,378,0.142825049,12,12,March,0,0,1
34808,2015-16,2.87,0,least_selective,other,none,none,other,none,none,other,132,87,185,205,0.540556058,12,12,March,11,0,1
34809,2015-16,3.61,0,more_selective,history,none,none,humanities,none,none,other,55,55,101,141,0.239455045,12,12,March,0,0,1
34811,2015-16,3.17,0,selective,other,none,none,other,none,none,other,237,298,293,350,-0.082547311,12,12,March,0,0,1
34813,2015-16,3.4,0,selective,english,none,none,humanities,none,none,other,241,292,257,336,0.295680822,12,12,March,1,0,1
34814,2015-16,3.68,0,more_selective,psychology,other,other,social sciences,other,other,other,291,295,293,321,0.657678778,12,12,March,4,0,1
34815,2015-16,3.21594481,0,most_selective,education (general),none,none,education,none,none,other,291,151,298,308,0.475580413,12,12,March,0,0,1
34816,2015-16,4,0,selective,economics,none,other,social sciences,none,other,other,244,265,241,378,-0.223257798,12,12,March,11,1,0
34817,2015-16,3.63,0,selective,criminal justice,none,none,social sciences,none,none,other,230,207,230,278,0.092174233,12,12,March,-1,0,0
34819,2015-16,2.75,0,selective,history,none,none,humanities,none,none,other,136,254,171,276,0.270956205,12,12,March,0,0,1
34820,2015-16,3.04,0,selective,spanish,none,none,humanities,none,none,other,117,141,109,182,-0.349437038,12,12,March,12,0,1
34821,2015-16,3.09,0,selective,education (elementary),none,none,education,none,none,other,91,159,298,243,0.215238923,12,12,March,3,0,1
34822,2015-16,2.86,0,more_selective,english literature,none,management,humanities,none,business,other,276,294,294,352,-0.128642468,2,2,March,0,1,1
34823,2015-16,2.95,0,more_selective,other,other,none,other,other,none,other,125,134,293,255,-0.201684087,12,12,March,11,0,0
34824,2015-16,2.72,0,selective,other,none,none,other,none,none,other,211,65,167,234,0.061661285,12,12,March,12,0,1
34825,2015-16,3.12,0,more_selective,psychology,none,spanish,social sciences,none,humanities,other,292,263,290,376,-0.093748722,11,11,March,0,0,1
34826,2015-16,3.25,0,unknown,other,none,none,other,none,none,other,56,33,40,96,0.421259086,11,11,March,4,0,1
34827,2015-16,3.21594481,0,unknown,other,none,other,other,none,other,other,38,36,75,96,-0.22164559,11,11,March,11,0,0
34828,2015-16,2.85,0,unknown,history,none,english,humanities,none,humanities,other,157,49,31,140,0.167327887,11,11,March,11,0,1
34829,2015-16,2.92,1,unknown,biology,other,none,stem,other,none,other,54,104,231,203,0.351353181,11,11,March,2,0,0
34830,2015-16,2.75,0,selective,international studies/relations,none,none,social sciences,none,none,other,51,71,234,189,-0.192558086,11,11,March,1,0,1
34832,2015-16,3.48,0,unknown,other,none,none,other,none,none,other,62,82,100,145,0.394083776,11,11,March,11,0,1
34833,2015-16,2.53,0,selective,history,political science,none,humanities,social sciences,none,other,294,66,136,244,0.320558397,11,11,March,11,0,1
34834,2015-16,3.18,0,unknown,psychology,none,other,social sciences,none,other,other,271,295,293,394,-0.240493144,11,11,March,3,0,1
34835,2015-16,2.84,1,more_selective,mathematics,none,other,stem,none,other,other,295,230,243,296,-0.16105132,11,11,March,0,0,1
34836,2015-16,3.42,0,less_selective,other,none,none,other,none,none,other,159,135,254,278,0.279098996,11,11,March,2,0,0
34837,2015-16,2.84,0,less_selective,english,none,none,humanities,none,none,other,37,47,94,118,0.538283074,11,11,March,10,0,1
34838,2015-16,3.54,0,unknown,communications,none,art,business,none,humanities,other,275,297,293,429,-0.498354002,11,11,March,0,0,1
34839,2015-16,2.5,0,more_selective,sociology,none,other,social sciences,none,other,other,229,52,63,178,0.924440762,4,4,March,-1,1,1
34840,2015-16,3.57,0,most_selective,other,none,history,other,none,humanities,other,241,218,288,391,0.108286797,11,11,March,0,0,1
34841,2015-16,3.66,1,most_selective,biology,other,none,stem,other,none,other,292,207,297,385,0.027134677,11,11,March,0,0,0
34842,2015-16,3.86,1,less_selective,other,none,other,other,none,other,other,193,159,217,266,-0.129370923,11,11,March,1,0,0
34843,2015-16,2.79,0,less_selective,other,none,history,other,none,humanities,other,298,289,293,360,-0.034203935,11,11,March,3,0,1
34844,2015-16,2.6,0,unknown,marketing,management,none,business,business,none,other,102,72,25,125,0.378500509,11,11,March,11,0,1
34845,2015-16,2.89,0,unknown,other,none,none,other,none,none,other,219,149,205,278,-0.017415122,11,11,March,0,0,1
34846,2015-16,3.63,0,selective,other,none,none,other,none,none,other,190,122,133,208,0.352504244,11,11,March,2,0,1
34848,2015-16,2.9,0,least_selective,business,none,none,business,none,none,other,52,33,66,96,0.532924916,11,11,March,-1,0,1
34850,2015-16,3.17,1,less_selective,biology,none,none,stem,none,none,other,177,198,236,288,0.417516583,11,11,March,0,0,0
34851,2015-16,3.3,0,selective,philosophy,none,none,humanities,none,none,other,287,291,294,386,-0.443013131,11,11,March,2,0,1
34852,2015-16,3.99,0,more_selective,other,none,none,other,none,none,other,298,200,296,338,0.146030622,11,11,March,11,0,1
34853,2015-16,3.65,0,least_selective,english,none,psychology,humanities,none,social sciences,other,282,282,287,404,-0.298077719,11,11,March,7,0,0
34854,2015-16,2.95,1,less_selective,other,none,none,other,none,none,other,8,23,23,42,1.535952809,11,11,March,11,0,1
34856,2015-16,2.7,0,more_selective,international studies/relations,none,none,social sciences,none,none,other,251,291,287,393,0.307668987,11,11,March,2,0,0
34858,2015-16,3.08,0,most_selective,economics,none,none,social sciences,none,none,other,296,294,295,368,0.17445601,11,11,March,0,0,1
34859,2015-16,2.65,0,least_selective,other,none,none,other,none,none,other,251,264,100,281,-0.0965084,11,11,March,11,0,1
34860,2015-16,2.31,0,selective,other,none,none,other,none,none,other,153,165,167,236,0.517313636,11,11,March,7,0,1
34861,2015-16,2.4,0,unknown,psychology,none,none,social sciences,none,none,other,16,53,25,72,0.614195893,11,11,March,11,0,1
34863,2015-16,3.47,0,more_selective,political science,other,history,social sciences,other,humanities,other,225,216,211,272,0.239627764,11,11,March,0,0,1
34864,2015-16,3.75,0,more_selective,other,none,none,other,none,none,other,292,227,278,304,0.347164096,11,11,March,11,0,1
34865,2015-16,2.89,0,less_selective,other,education (elementary),other,other,education,other,other,216,293,297,348,0.850192505,11,11,March,10,0,1
34867,2015-16,2.63,0,more_selective,history,none,political science,humanities,none,social sciences,other,296,294,298,397,0.071351016,6,6,March,5,0,1
34868,2015-16,2.8,0,unknown,management,none,none,business,none,none,other,58,78,118,134,0.08355485,11,11,March,11,0,1
34870,2015-16,2.66,0,less_selective,psychology,none,none,social sciences,none,none,other,36,68,55,101,1.155692243,11,11,March,11,0,1
34871,2015-16,2.5,1,more_selective,biology,none,none,stem,none,none,other,50,128,75,155,0.030069132,11,11,March,11,0,1
34872,2015-16,3.34,0,selective,other,none,none,other,none,none,other,71,50,81,118,-0.787176126,11,11,March,11,0,1
34873,2015-16,3.23,0,selective,education early childhood,none,none,education,none,none,other,289,295,299,321,-0.304117943,11,11,March,1,0,1
34874,2015-16,3.87,0,more_selective,education (secondary),none,none,education,none,none,other,31,33,79,83,0.567235249,11,11,March,11,0,0
34875,2015-16,3.21,1,more_selective,biology,none,none,stem,none,none,other,239,282,279,340,-0.042158558,10,10,March,4,0,1
34876,2015-16,3,0,more_selective,political science,none,economics,social sciences,none,social sciences,other,296,282,233,358,-0.381001388,11,11,March,1,0,1
34877,2015-16,2.65,0,more_selective,psychology,other,none,social sciences,other,none,other,128,136,6,168,-0.027982528,2,2,March,0,0,0
34878,2015-16,3.33,0,unknown,business,none,none,business,none,none,other,43,39,91,103,0.481588241,11,11,March,11,0,1
34879,2015-16,3.56,0,selective,education early childhood,none,none,education,none,none,other,237,238,240,292,0.071006667,11,11,March,7,0,0
34881,2015-16,3.66,0,more_selective,journalism,none,history,business,none,humanities,other,294,283,289,410,-0.236674973,11,11,March,0,1,0
34882,2015-16,2.75,0,more_selective,english literature,none,other,humanities,none,other,school 166,297,257,289,379,-0.064868816,11,11,March,0,0,1
34883,2015-16,3.11,0,less_selective,other,none,none,other,none,none,other,165,290,190,305,-0.129340262,11,11,March,3,0,1
34884,2015-16,3.25,0,unknown,other,none,none,other,none,none,other,102,218,63,208,0.373762164,11,11,March,2,0,1
34885,2015-16,3.05,0,more_selective,history,none,philosophy,humanities,none,humanities,school 221,193,219,244,300,0.459982213,11,11,March,1,0,1
34887,2015-16,3.15,1,less_selective,biology,none,chemistry,stem,none,stem,other,75,46,194,168,0.628670087,11,11,March,11,0,1
34888,2015-16,3.03,0,more_selective,communications,none,english,business,none,humanities,other,132,172,153,207,0.103046044,11,11,March,11,0,1
34889,2015-16,2.5,0,more_selective,business,economics,political science,business,social sciences,social sciences,other,21,24,88,88,0.744145934,11,11,March,11,0,1
34890,2015-16,3.1,0,unknown,art,none,education (elementary),humanities,none,education,other,202,239,270,317,0.187068005,11,11,March,0,0,1
34891,2015-16,2.98,0,most_selective,other,none,other,other,none,other,other,186,286,286,354,-0.075423709,11,11,March,-1,0,1
34892,2015-16,2.66,0,more_selective,psychology,none,none,social sciences,none,none,other,150,78,136,167,1.517385029,11,11,March,7,0,1
34893,2015-16,3.55,0,most_selective,art,none,other,humanities,none,other,other,291,290,295,413,-0.044248881,11,11,March,-1,0,1
